name,Tier,level,total-exp,web-dev,soft-dev,game-dev,cyber-secu,elective,no-of-tests,avg
Cole,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Dorothy,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Leon,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kirsten,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Mindy,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Donovan,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Latisha,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kelley,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Leigh,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tia,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Marvin,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Trista,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Taryn,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jessie,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Alissa,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tabatha,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Ronnie,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Adriana,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Katharine,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Johanna,c,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Autumn,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tyler,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Candice,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Rebecca,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Vincent,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Katrina,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tiffany,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Curtis,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Christian,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Randy,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Trevor,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kara,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Rachael,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kayla,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tina,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Russell,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Steven,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Carl,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Miguel,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tony,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Pamela,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Renee,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Denise,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Molly,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jerry,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Terry,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Lacey,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Heidi,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Lucas,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Morgan,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Alisha,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Ricardo,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Melanie,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jamie,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Chase,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Samantha,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Keith,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Monica,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Donald,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Meghan,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Shane,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jacqueline,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jordan,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Antonio,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kathleen,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Carlos,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Douglas,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Natalie,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Craig,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Marcus,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Peter,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Edward,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Whitney,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Maria,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Derrick,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Tara,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Leslie,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Natasha,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kristin,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Dana,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Samuel,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Travis,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Frank,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Dustin,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Nathan,a,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Martin,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Corey,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Walter,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Mathew,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Rodney,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jill,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Lee,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Manuel,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Lawrence,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Christy,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Ross,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Carolyn,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Joe,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Roger,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Deanna,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Arthur,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Dawn,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Cameron,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Theresa,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Micheal,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Kelli,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Caroline,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Jaime,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Monique,b,0.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0
Brandie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Darren,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jena,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Harrison,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lorraine,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Gary,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Daniela,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
India,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Cassandra,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Destiny,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Leanne,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Norman,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Sharon,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kory,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Collin,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Krystal,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Cortney,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chandra,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Carissa,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jade,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Veronica,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Julie,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Brianne,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Joey,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Roland,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Colby,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Serena,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Ellen,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lara,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Abraham,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Latoya,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Erika,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jack,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Colin,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chad,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Eli,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chelsey,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Shayla,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Branden,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Juan,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lewis,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Angelina,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Diana,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Bianca,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Leticia,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Neal,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Cassidy,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Laurie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Philip,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Anastasia,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Valerie,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Quentin,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Precious,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nathaniel,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Latrice,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chance,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Louis,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Mercedes,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kylie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Carlton,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chelsie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Maureen,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Bernard,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Micaela,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Milton,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kassandra,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jerrod,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Adrienne,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Cornelius,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Alice,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Natalia,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Hailey,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Brett,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chris,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Bridget,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Felix,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Katy,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Elisa,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Stefanie,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lionel,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Joel,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Elyse,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kelsey,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Willie,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Carolina,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jane,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Tania,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Clifton,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Alvin,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Esther,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Trent,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jana,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Zachery,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Enrique,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Trey,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Antoinette,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jami,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nolan,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Skyler,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Janice,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Christa,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Tessa,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Domonique,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Yvette,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jarvis,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Ray,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Harold,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Marisa,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Steve,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Todd,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jimmy,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Joy,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Ashlee,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nichole,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kendra,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Misty,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Edwin,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Brenda,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Janet,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Alexandra,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Beth,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Wesley,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jacquelyn,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Stacey,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Adrian,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Karen,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Bridgette,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Billy,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Marissa,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Seth,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Shaun,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Gina,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chantel,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jeremiah,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Krystle,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Tamara,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Celeste,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nancy,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Sandra,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Susan,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Judy,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Alberto,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Mallory,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Michaela,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jillian,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Austin,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Brooke,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Raul,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Amelia,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Rosa,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Genevieve,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Noah,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Elisha,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Julia,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kristal,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Joanne,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Tanner,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Brent,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Omar,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Sabrina,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Clifford,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Diane,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Rickey,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Terrell,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Angie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Julio,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Stacie,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Rory,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lamar,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Johnny,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Terrance,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Meagan,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Chrystal,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Allen,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lance,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Josiah,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nora,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Dominique,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Noel,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Terra,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Troy,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Lena,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Haley,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Devin,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Taylor,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jean,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Gavin,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jamar,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Dianna,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Levi,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Jolene,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Charity,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Nadia,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Hope,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Tanya,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Melvin,c,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Carla,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Andre,b,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,6.5
Kendall,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Mollie,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Marina,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Tierra,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Jacklyn,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Pablo,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Rogelio,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Kendrick,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Fred,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Mason,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Alejandra,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Stephan,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Liliana,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Thuan,f,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Clay,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Ashely,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Darin,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Esmeralda,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
Josue,c,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0
